Investor,City,Country,Latitude,Longitude,Closest FUA
Startup Braga,Braga,Portugal,41.5510583,-8.4280045,Braga
Ganexa capital,Paris,France,48.8534951,2.3483915,Paris
Photon Energy Group,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
INCENSe,Paris,France,48.8534951,2.3483915,Paris
Mamacrowd,Milan,Italy,45.4641943,9.1896346,Milano
Dock3 - The Startup Lab,Rome,Italy,41.8933203,12.4829321,Roma
Invitalia,Rome,Italy,41.8933203,12.4829321,Roma
Intesa Sanpaolo Innovation Center,Torino,Italy,45.0677551,7.6824892,Torino
Ease2Pay,Rotterdam,Netherlands,51.9244424,4.47775,Rotterdam
Fouriertransform,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
KTH Royal Institute of Technology,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Blq Invest,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Magnus Wiberg,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Patrik Hedelin,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Fredrik Sidhagen,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Johan Nord,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Svenska Handelsbanken AB,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Skandiabanken,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
KTH Chalmers Capital,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
FTTF,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Vestman Energia,Tallinn,Estonia,59.4372155,24.7453688,Tallinn
Kuldar Väärsi,Tallinn,Estonia,59.4372155,24.7453688,Tallinn
Taavi Veskimägi,Tallinn,Estonia,59.4372155,24.7453688,Tallinn
Eigenkapital OÜ,Tallinn,Estonia,59.4372155,24.7453688,Tallinn
Msm OÜ,Tallinn,Estonia,59.4372155,24.7453688,Tallinn
Disruptive Technology Ventures,Tallinn,Estonia,59.4372155,24.7453688,Tallinn
Nexperia,Nijmegen,Netherlands,51.8425749,5.8389606,Nijmegen
Club degli Investitori,Torino,Italy,45.0677551,7.6824892,Torino
MITO Technology,Torino,Italy,45.0677551,7.6824892,Torino
LIFTT,Torino,Italy,45.0677551,7.6824892,Torino
Cariplo Factory,Milan,Italy,45.4641943,9.1896346,Milano
Agro Innovation Lab,Graz,Austria,47.0708678,15.4382786,Graz
Peter Luerssen,Bremen,Germany,53.0758196,8.8071646,Bremen
TalTech – Tallinn University of Technology,Tallinn,Estonia,59.4372155,24.7453688,Tallinn
COBIN Angels,Warsaw,Poland,52.2319581,21.0067249,Warszawa
Ciech Ventures,Warsaw,Poland,52.2319581,21.0067249,Warszawa
Green Generation Fund,Berlin,Germany,52.510885,13.3989367,Berlin
Mist Ventures,Berlin,Germany,52.510885,13.3989367,Berlin
Elewit,Madrid,Spain,40.4167047,-3.7035825,Madrid
EMD International A/S,Aarhus,Denmark,56.1496278,10.2134046,Århus
Red Electrica - GRID2030,Madrid,Spain,40.4167047,-3.7035825,Madrid
PreSeed Ventures,Copenhagen,Denmark,55.6867243,12.5700724,København
Easo Ventures,San Sebastián,Spain,43.3224219,-1.9838889,San Sebastián/Donostia
BIC Gipuzkoa,San Sebastián,Spain,43.3224219,-1.9838889,San Sebastián/Donostia
ADEGI,San Sebastián,Spain,43.3224219,-1.9838889,San Sebastián/Donostia
Diputación Foral de Gipuzkoa,San Sebastián,Spain,43.3224219,-1.9838889,San Sebastián/Donostia
Lazpiur,San Sebastián,Spain,43.3224219,-1.9838889,San Sebastián/Donostia
B Accelerator Tower (BAT),San Sebastián,Spain,43.3224219,-1.9838889,San Sebastián/Donostia
Metalot - Future Energy Lab,Eindhoven,Netherlands,51.4392648,5.478633,Eindhoven
Eni Next,Rome,Italy,41.8933203,12.4829321,Roma
K-Svets Venture,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Finow Oy,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Best Horizon,Paris,France,48.8534951,2.3483915,Paris
Münchner Technologiezentrum (MTZ),Munich,Germany,48.1371079,11.5753822,München
Translo,Paris,France,48.8534951,2.3483915,Paris
VMC,Paris,France,48.8534951,2.3483915,Paris
IRDI-ICSO,Toulouse,France,43.6044622,1.4442469,Toulouse
Millennium Venture Capital,Paris,France,48.8534951,2.3483915,Paris
Ship2B Foundation,Barcelona,Spain,41.3828939,2.1774322,Barcelona
Lanzadera,Valencia,Spain,39.4697065,-0.3763353,Valencia
Rotterdam Mobility Lab,Rotterdam,Netherlands,51.9244424,4.47775,Rotterdam
Landesbank Baden Württemberg,Stuttgart,Germany,48.7784485,9.1800132,Stuttgart
ABN AMRO Ventures,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Alfen Beheer BV,Almere,Netherlands,52.3705038,5.2185859,Amsterdam
Impact Equity Fund,Paris,France,48.8534951,2.3483915,Paris
Siep van der Valk,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Belgian Media Ventures,Brussels,Belgium,50.8465573,4.351697,Mechelen
Colruyt Group,Halle,Belgium,50.7360524,4.2374349,La Louvière
Cardoen,Brussels,Belgium,50.8465573,4.351697,Mechelen
Josep Maria Tarragó,Barcelona,Spain,41.3828939,2.1774322,Barcelona
David Vilanova,Barcelona,Spain,41.3828939,2.1774322,Barcelona
ISAR AG,Munich,Germany,48.1371079,11.5753822,München
Sustainable Technologies Fund,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
WestTech Ventures,Berlin,Germany,52.510885,13.3989367,Berlin
ESA BIC Northern Germany,Bremen,Germany,53.0758196,8.8071646,Bremen
CM-CIC Capital Prive,Paris,France,48.8534951,2.3483915,Paris
S.R.I.W.,Liège,Belgium,50.6450944,5.5736112,Liège
Spreds,Brussels,Belgium,50.8465573,4.351697,Mechelen
MOOVEE MOBILITY,Paris,France,48.8534951,2.3483915,Paris
Vespucci Partners,Budapest,Hungary,47.4813896,19.1460941,Budapest
Savoie Mont Blanc Angels,Annecy,France,45.8992348,6.1288847,Annecy
GAIA impact fund,Paris,France,48.8534951,2.3483915,Paris
Danish Energy Agency,Copenhagen,Denmark,55.6867243,12.5700724,København
Heartland A/S,Billund,Denmark,55.7247018,9.1195835,Århus
Seaborg Technologies,Copenhagen,Denmark,55.6867243,12.5700724,København
Orza Investments,San Sebastian,Spain,43.3224219,-1.9838889,San Sebastián/Donostia
Hettich Beteiligungen,Herford,Germany,52.1152245,8.6711118,Bielefeld
VDL Groep,Eindhoven,Netherlands,51.4392648,5.478633,Eindhoven
Movexum,Gavle,Sweden,60.6750132,17.1467019,Uppsala
Zagatub,Paris,France,48.8534951,2.3483915,Paris
Rhône Dauphiné Développement,Grenoble,France,45.1875602,5.7357819,Grenoble
InnovaFonds,Paris,France,48.8534951,2.3483915,Paris
Tilman Finlay-Freundlich,Hamburg,Germany,53.550341,10.000654,Hamburg
Wilfried Gillrath,Hamburg,Germany,53.550341,10.000654,Hamburg
Delivery Hero,Berlin,Germany,52.510885,13.3989367,Berlin
Taaleri Kiertotalous,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Grid.Vc,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Finda,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Nordic Capital,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
LitCapital,Vilnius,Lithuania,54.6870458,25.2829111,Vilnius
Elinta,Kaunas,Lithuania,54.8982139,23.9044817,Kaunas
Nostetta Ventures,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Pelion Green Future,Munich,Germany,48.1371079,11.5753822,München
Innowwide,Brussels,Belgium,50.8465573,4.351697,Mechelen
Addquity Growth Capital S.A.,Luxembourg City,Luxembourg,49.6112768,6.129799,Luxembourg
Kibo Ventures,Madrid,Spain,40.4167047,-3.7035825,Madrid
SociosInversores.com,Madrid,Spain,40.4167047,-3.7035825,Madrid
Fides Capital,Paris,France,48.8534951,2.3483915,Paris
Sepides,Madrid,Spain,40.4167047,-3.7035825,Madrid
Kolodion,Madrid,Spain,40.4167047,-3.7035825,Madrid
The Blue Minds Company,Vienna,Austria,48.2083537,16.3725042,Wien
Sofipaca,Marseille,France,43.2961743,5.3699525,Marseille
ePRICE,Milan,Italy,45.4641943,9.1896346,Milano
Supernova Hub,Milan,Italy,45.4641943,9.1896346,Milano
Ad4Ventures,Milan,Italy,45.4641943,9.1896346,Milano
Fondo Italiano d'Investimento,Milan,Italy,45.4641943,9.1896346,Milano
Azimut,Milan,Italy,45.4641943,9.1896346,Milano
Budget Telecom Group,Montpellier,France,43.6112422,3.8767337,Montpellier
DEUTZ AG,Cologne,Germany,50.938361,6.959974,Köln
Bocap,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Teknoventure,Oulu,Finland,65.0118734,25.4716809,Oulu/Uleåborg
Electrification Financing Initiative,Brussels,Belgium,50.8465573,4.351697,Mechelen
IMT Starter,Paris,France,48.8534951,2.3483915,Paris
Five Seasons Ventures,Paris,France,48.8534951,2.3483915,Paris
CALAO Finance,Paris,France,48.8534951,2.3483915,Paris
Ingmar Wihelm,Berlin,Germany,52.510885,13.3989367,Berlin
Wissam Anastas,Paris,France,48.8534951,2.3483915,Paris
Newfund,Paris,France,48.8534951,2.3483915,Paris
Acciona,Madrid,Spain,40.4167047,-3.7035825,Madrid
Tech transfer upv,Valencia,Spain,39.4697065,-0.3763353,Valencia
NyTeknik,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Quinary,Paris,France,48.8534951,2.3483915,Paris
Första Entreprenörsfonden,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Zenith Venture Capital,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
WiT (Stockholm),Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Fredrik Österberg,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Valkea,Paris,France,48.8534951,2.3483915,Paris
Sandvik,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Polar Structure,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Navigare Ventures,Copenhagen,Denmark,55.6867243,12.5700724,København
ROM Utrecht Region,Utrecht,Netherlands,52.0809856,5.127684,Utrecht
BIGBAN,Valencia,Spain,39.4697065,-0.3763353,Valencia
IST cube,Vienna,Austria,48.2083537,16.3725042,Wien
WhatAVenture GmbH,Vienna,Austria,48.2083537,16.3725042,Wien
Biofuel OÜ,Tallinn,Estonia,59.4372155,24.7453688,Tallinn
Diputación Foral de Álava,Vitoria-Gasteiz,Spain,42.8465088,-2.6724025,Vitoria/Gasteiz
Capital Energy Quantum,Madrid,Spain,40.4167047,-3.7035825,Madrid
TDJ Pitango,Warsaw,Poland,52.2319581,21.0067249,Warszawa
IMPACT POLAND,Warsaw,Poland,52.2319581,21.0067249,Warszawa
TDJ,Warsaw,Poland,52.2319581,21.0067249,Warszawa
M Capital Partners,Paris,France,48.8534951,2.3483915,Paris
Round2 Capital Partners,Vienna,Austria,48.2083537,16.3725042,Wien
Uturn2innovation,Paris,France,48.8534951,2.3483915,Paris
Borean Innovation,Aalborg,Denmark,57.0462626,9.9215263,Aalborg
Norauto,Lille,France,50.6365654,3.0635282,Lille
CarStudio,Lille,France,50.6365654,3.0635282,Lille
ZF Group,Friedrichshafen,Germany,47.6500279,9.4800858,Friedrichshafen
Everwood Capital,Madrid,Spain,40.4167047,-3.7035825,Madrid
ENISA,Madrid,Spain,40.4167047,-3.7035825,Madrid
HEC Incubator,Paris,France,48.8534951,2.3483915,Paris
Xavier Niel,Paris,France,48.8534951,2.3483915,Paris
A-Venture,Paris,France,48.8534951,2.3483915,Paris
Axeleo Capital (AXC),Lyon,France,45.7578137,4.8320114,Lyon
Petr Nemec,Prague,Czech Republic,50.0874654,14.4212535,Praha
Petr Zahradník,Prague,Czech Republic,50.0874654,14.4212535,Praha
Industrya,Brussels,Belgium,50.8465573,4.351697,Mechelen
Scal'E-nov,Bordeaux,France,44.841225,-0.5800364,Bordeaux
Ministry of the Economy Luxembourg,Luxembourg City,Luxembourg,49.6112768,6.129799,Luxembourg
Luxinnovation,Luxembourg City,Luxembourg,49.6112768,6.129799,Luxembourg
Paul Wurth InCub,Luxembourg City,Luxembourg,49.6112768,6.129799,Luxembourg
Slingshot Ventures,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
ACE Incubator,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
University of Barcelona,Barcelona,Spain,41.3828939,2.1774322,Barcelona
Axon Partners Group,Madrid,Spain,40.4167047,-3.7035825,Madrid
Sabadell Venture Capital,Barcelona,Spain,41.3828939,2.1774322,Barcelona
Barcelona Supercomputing Center - Centro Nacional de Supercomputación,Barcelona,Spain,41.3828939,2.1774322,Barcelona
Polytechnic University Of Catalonia,Barcelona,Spain,41.3828939,2.1774322,Barcelona
WISTA Management GmbH,Berlin,Germany,52.510885,13.3989367,Berlin
EPITECH - European Institute of Technology,Paris,France,48.8534951,2.3483915,Paris
Jan Mischok,Berlin,Germany,52.510885,13.3989367,Berlin
Finnfund,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Happy Capital,Bordeaux,France,44.841225,-0.5800364,Bordeaux
Alliance Entreprendre,Paris,France,48.8534951,2.3483915,Paris
Intelligent Venture Capital,Paris,France,48.8534951,2.3483915,Paris
Betafabrik,Berlin,Germany,52.510885,13.3989367,Berlin
DanBAN - Danish Business Angels,Copenhagen,Denmark,55.6867243,12.5700724,København
Megatrend Invest A/S,Copenhagen,Denmark,55.6867243,12.5700724,København
Adaxia Capital Partners,Paris,France,48.8534951,2.3483915,Paris
4th Level Ventures,Dublin,Ireland,53.3493795,-6.2605593,Dublin
Henry Bolger,Dublin,Ireland,53.3493795,-6.2605593,Dublin
John Ward,Dublin,Ireland,53.3493795,-6.2605593,Dublin
AIB,Dublin,Ireland,53.3493795,-6.2605593,Dublin
ESB International,Dublin,Ireland,53.3493795,-6.2605593,Dublin
Urban Impact Ventures,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Ardian,Paris,France,48.8534951,2.3483915,Paris
VOL-V,Paris,France,48.8534951,2.3483915,Paris
INCO,Paris,France,48.8534951,2.3483915,Paris
LyondellBasell Industries,Rotterdam,Netherlands,51.9244424,4.47775,Rotterdam
Ganapali,Paris,France,48.8534951,2.3483915,Paris
Goldfish Fund,Paris,France,48.8534951,2.3483915,Paris
Stefan Grosjean,Brussels,Belgium,50.8465573,4.351697,Mechelen
TeSi,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Groupe Paul Bocuse,Lyon,France,45.7578137,4.8320114,Lyon
Antin Infrastructure Partners,Paris,France,48.8534951,2.3483915,Paris
Michel Mulliez,Paris,France,48.8534951,2.3483915,Paris
Active Capital Company,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
ABN AMRO Commercial Finance,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Caixa Capital Risc,Barcelona,Spain,41.3828939,2.1774322,Barcelona
GreenVolt,Lisbon,Portugal,38.7077507,-9.1365919,Lisboa
Beek Capital,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Lars Carlstrom,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
CrowdFundMe,Milan,Italy,45.4641943,9.1896346,Milano
UniCredit Start Lab FinTech Accelerator,Milan,Italy,45.4641943,9.1896346,Milano
Italian Business Angel Network,Milan,Italy,45.4641943,9.1896346,Milano
NBank,Hannover,Germany,52.3744779,9.7385532,Hannover
Superhero Capital,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Alven,Paris,France,48.8534951,2.3483915,Paris
Scientipole Ile-de-France Capital,Paris,France,48.8534951,2.3483915,Paris
Xerys,Paris,France,48.8534951,2.3483915,Paris
Mantacore AB,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Lazio Innova,Rome,Italy,41.8933203,12.4829321,Roma
Istech,Rome,Italy,41.8933203,12.4829321,Roma
Energipole Group,Paris,France,48.8534951,2.3483915,Paris
Tekpolio group,Paris,France,48.8534951,2.3483915,Paris
RIC Energy,Madrid,Spain,40.4167047,-3.7035825,Madrid
Fil Rouge Capital (FRC),Zagreb,Croatia,45.8130967,15.9772795,Zagreb
apotea.se,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
eften capital,Tallinn,Estonia,59.4372155,24.7453688,Tallinn
Provincie Noord Holland (APPA),Haarlem,Netherlands,52.3885317,4.6388048,Amsterdam
Vermec,Brussels,Belgium,50.8465573,4.351697,Mechelen
Montis Capital,Brussels,Belgium,50.8465573,4.351697,Mechelen
Club Acceleratori,Milan,Italy,45.4641943,9.1896346,Milano
FairConnect,Milan,Italy,45.4641943,9.1896346,Milano
AC & Friends GmbH,Berlin,Germany,52.510885,13.3989367,Berlin
Enterprise Investors,Warsaw,Poland,52.2319581,21.0067249,Warszawa
Ulixes Capital Partners,Milan,Italy,45.4641943,9.1896346,Milano
VLAIO,Brussels,Belgium,50.8465573,4.351697,Mechelen
NEM SGR,Milan,Italy,45.4641943,9.1896346,Milano
Accelerace,Copenhagen,Denmark,55.6867243,12.5700724,København
MGEN,Paris,France,48.8534951,2.3483915,Paris
Direct Energie,Paris,France,48.8534951,2.3483915,Paris
Alto Invest,Paris,France,48.8534951,2.3483915,Paris
ESA BIC Barcelona,Barcelona,Spain,41.3828939,2.1774322,Barcelona
Inlandsinnovation,Östersund,Sweden,63.1793655,14.6357061,Umeå
Ackra Invest,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Momentum Capital,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Hiventures,Budapest,Hungary,47.4813896,19.1460941,Budapest
Leader Group,Paris,France,48.8534951,2.3483915,Paris
Oltre Impact,Milan,Italy,45.4641943,9.1896346,Milano
Fellow Funders,Madrid,Spain,40.4167047,-3.7035825,Madrid
Blue Bio Value,Lisbon,Portugal,38.7077507,-9.1365919,Lisboa
BacktoWork,Milan,Italy,45.4641943,9.1896346,Milano
Wageningen University and Research,Wageningen,Netherlands,51.9663016,5.6662814,Veenendaal
StartHub Wageningen,Wageningen,Netherlands,51.9663016,5.6662814,Veenendaal
Odyssée Venture,Paris,France,48.8534951,2.3483915,Paris
Armilar Venture Partners,Lisbon,Portugal,38.7077507,-9.1365919,Lisboa
